country,time_period,year,month,renewable_generation_gwh,total_generation_gwh,renewable_share
DK,2023-10,2023,10,2571.699,2725.285,0.9436440592451799
DK,2023-11,2023,11,2338.01,2746.55,0.85125339061732
DK,2023-12,2023,12,3083.06,3537.252,0.8715974999802106
DK,2024-01,2024,1,3274.437,3925.359,0.8341751671630544
DK,2024-02,2024,2,3046.129,3461.016,0.8801256625222189
DK,2024-03,2024,3,2863.231,3298.386,0.8680703228791294
DK,2024-04,2024,4,2581.982,2841.468,0.9086788941490808
DK,2024-05,2024,5,2289.421,2467.349,0.9278869750489289
DK,2024-06,2024,6,2122.417,2285.233,0.9287529980531525
DK,2024-07,2024,7,2013.108,2248.479,0.8953199029210414
DK,2024-08,2024,8,1960.703,2199.224,0.8915431079326162
DK,2024-09,2024,9,1957.914,2176.202,0.899693135104186
DK,2024-10,2024,10,2524.553,2858.006,0.8833266970048348
DK,2024-11,2024,11,2448.64,2891.138,0.8469467732083352
DK,2024-12,2024,12,2985.645,3370.685,0.8857680263803945
EE,2015-01,2015,1,,1024.0,
EE,2015-02,2015,2,,974.0,
EE,2015-03,2015,3,,770.0,
EE,2015-04,2015,4,,710.0,
EE,2015-05,2015,5,,791.0,
EE,2015-06,2015,6,,558.0,
EE,2015-07,2015,7,,592.0,
EE,2015-08,2015,8,,700.0,
EE,2015-09,2015,9,,796.0,
EE,2015-10,2015,10,,782.0,
EE,2015-11,2015,11,,777.0,
EE,2015-12,2015,12,,790.0,
EE,2016-01,2016,1,,1089.0,
EE,2016-02,2016,2,,742.0,
EE,2016-03,2016,3,,672.0,
EE,2016-04,2016,4,,741.0,
EE,2016-05,2016,5,,612.0,
EE,2016-06,2016,6,,663.0,
EE,2016-07,2016,7,,834.0,
EE,2016-08,2016,8,,1006.0,
EE,2016-09,2016,9,,964.0,
EE,2016-10,2016,10,,1066.0,
EE,2016-11,2016,11,,1083.0,
EE,2016-12,2016,12,,942.0,
EE,2017-01,2017,1,72.0,1140.0,0.06315789473684211
EE,2017-02,2017,2,59.0,991.0,0.05953582240161453
EE,2017-03,2017,3,75.5,1039.0,0.0726660250240616
EE,2017-04,2017,4,71.7,893.0,0.08029115341545354
EE,2017-05,2017,5,50.2,1018.0,0.04931237721021611
EE,2017-06,2017,6,60.5,874.0,0.06922196796338673
EE,2017-07,2017,7,34.9,769.0,0.045383615084525354
EE,2017-08,2017,8,55.0,855.0,0.06432748538011696
EE,2017-09,2017,9,52.3,831.3,0.06291350896186695
EE,2017-10,2017,10,71.1,960.1,0.07405478595979585
EE,2017-11,2017,11,74.4,980.0,0.07591836734693878
EE,2017-12,2017,12,85.8,880.0,0.0975
EE,2018-01,2018,1,68.3,1018.0,0.06709233791748526
EE,2018-02,2018,2,42.6,940.0,0.045319148936170214
EE,2018-03,2018,3,52.9,1140.2,0.046395369233467806
EE,2018-04,2018,4,56.1,994.5,0.05641025641025641
EE,2018-05,2018,5,35.3,712.543,0.04954086981417261
EE,2018-06,2018,6,49.8,793.0,0.06279949558638083
EE,2018-07,2018,7,37.5,817.0,0.04589963280293757
EE,2018-08,2018,8,43.6,1062.0,0.04105461393596987
EE,2018-09,2018,9,73.3,846.0,0.08664302600472813
EE,2018-10,2018,10,77.6,815.0,0.09521472392638036
EE,2018-11,2018,11,60.2,937.0,0.06424759871931697
EE,2018-12,2018,12,66.9,758.9,0.08815390697061537
EE,2019-01,2019,1,60.1,1045.0,0.05751196172248804
EE,2019-02,2019,2,93.3,691.0,0.1350217076700434
EE,2019-03,2019,3,84.1,677.0,0.1242245199409158
EE,2019-04,2019,4,42.6,598.8,0.07114228456913828
EE,2019-05,2019,5,46.8,490.879,0.09533917727179202
EE,2019-06,2019,6,41.0,312.366,0.1312562826940192
EE,2019-07,2019,7,34.2,306.4,0.1116187989556136
EE,2019-08,2019,8,35.5,402.0,0.08830845771144279
EE,2019-09,2019,9,56.5,467.5,0.12085561497326203
EE,2019-10,2019,10,55.9,429.358,0.1301943832419566
EE,2019-11,2019,11,63.4,563.4,0.11253106141285055
EE,2019-12,2019,12,93.0,454.0,0.20484581497797358
EE,2020-01,2020,1,211.876,414.267,0.5114479309237763
EE,2020-02,2020,2,199.637,370.275,0.5391587333738438
EE,2020-03,2020,3,208.147,403.89,0.5153556661467231
EE,2020-04,2020,4,188.356,291.979,0.6451011887841249
EE,2020-05,2020,5,167.077,287.645,0.5808444436718873
EE,2020-06,2020,6,142.51,344.068,0.414191380773568
EE,2020-07,2020,7,156.175,351.575,0.44421531678873644
EE,2020-08,2020,8,168.904,557.404,0.3030189951991733
EE,2020-09,2020,9,158.456,488.8,0.32417348608837965
EE,2020-10,2020,10,170.56,493.66,0.34550095207227643
EE,2020-11,2020,11,176.237,483.377,0.36459533655924875
EE,2020-12,2020,12,186.965,519.306,0.36002857660030885
EE,2021-01,2021,1,156.25,576.464,0.2710490160703877
EE,2021-02,2021,2,143.83,572.6,0.251187565490744
EE,2021-03,2021,3,222.138,392.5,0.5659566878980892
EE,2021-04,2021,4,191.929,413.3,0.4643818049842729
EE,2021-05,2021,5,167.586,381.519,0.4392599057976143
EE,2021-06,2021,6,150.976,455.2,0.33166959578207383
EE,2021-07,2021,7,161.525,492.17,0.32818944673588396
EE,2021-08,2021,8,162.353,438.323,0.37039580400754696
EE,2021-09,2021,9,165.741,566.93,0.2923482616901558
EE,2021-10,2021,10,263.129,610.429,0.4310558639907344
EE,2021-11,2021,11,232.112,685.278,0.3387121722862838
EE,2021-12,2021,12,78.869,864.869,0.09119184523898995
EE,2022-01,2022,1,221.0,738.1,0.29941742311339925
EE,2022-02,2022,2,214.086,504.165,0.4246347921811312
EE,2022-03,2022,3,223.792,722.6,0.30970384721837807
EE,2022-04,2022,4,237.6,520.6,0.4563964656165962
EE,2022-05,2022,5,275.726,700.276,0.39373904003564314
EE,2022-06,2022,6,221.339,609.466,0.3631687411602944
EE,2022-07,2022,7,218.833,593.6,0.36865397574123987
EE,2022-08,2022,8,182.163,552.053,0.3299737525201385
EE,2022-09,2022,9,212.125,692.59,0.30627788446266907
EE,2022-10,2022,10,223.436,610.636,0.365907021531649
EE,2022-11,2022,11,172.494,639.642,0.2696727231795285
EE,2022-12,2022,12,174.451,689.876,0.252872980071781
EE,2023-01,2023,1,225.1,533.1,0.42224723316450946
EE,2023-02,2023,2,206.9,469.9,0.44030644818046394
EE,2023-03,2023,3,245.0,489.0,0.5010224948875256
EE,2023-04,2023,4,241.6,378.6,0.6381405176967776
EE,2023-05,2023,5,255.8,406.8,0.6288102261553589
EE,2023-06,2023,6,204.5,393.5,0.5196950444726811
EE,2023-07,2023,7,193.3,285.3,0.6775324220119173
EE,2023-08,2023,8,179.3,324.3,0.5528831329016343
EE,2023-09,2023,9,217.8,356.6,0.6107683679192373
EE,2023-10,2023,10,218.9,346.9,0.6310175843182474
EE,2023-11,2023,11,174.5,417.5,0.4179640718562874
EE,2023-12,2023,12,196.4,487.4,0.40295445219532217
EE,2024-01,2024,1,266.5,572.3,0.46566486108684263
EE,2024-02,2024,2,253.346,429.418,0.5899752688522605
EE,2024-03,2024,3,267.522,440.451,0.6073819789261461
EE,2024-04,2024,4,260.943,384.062,0.6794293629674375
EE,2024-05,2024,5,339.2,486.359,0.6974272091191898
EE,2024-06,2024,6,303.772,442.815,0.6860020550342694
EE,2024-07,2024,7,257.699,398.139,0.6472588719015219
EE,2024-08,2024,8,248.3,357.3,0.6949342289392667
EE,2024-09,2024,9,263.7,428.4,0.615546218487395
EE,2024-10,2024,10,265.343,416.34,0.6373228611231206
EE,2024-11,2024,11,239.522,382.498,0.6262045814618639
EE,2024-12,2024,12,319.029,505.148,0.6315555045254064
ES,2015-01,2015,1,,23915.0,
ES,2015-02,2015,2,,22564.0,
ES,2015-03,2015,3,,22420.0,
ES,2015-04,2015,4,,20490.0,
ES,2015-05,2015,5,,21295.0,
ES,2015-06,2015,6,,21965.0,
ES,2015-07,2015,7,,25595.0,
ES,2015-08,2015,8,,23077.0,
ES,2015-09,2015,9,,21443.0,
ES,2015-10,2015,10,,21079.0,
ES,2015-11,2015,11,,21166.0,
ES,2015-12,2015,12,,21563.0,
ES,2016-01,2016,1,,22668.0,
ES,2016-02,2016,2,,21729.0,
ES,2016-03,2016,3,,23109.0,
ES,2016-04,2016,4,,21736.0,
ES,2016-05,2016,5,,20626.0,
ES,2016-06,2016,6,,20615.0,
ES,2016-07,2016,7,,22938.0,
ES,2016-08,2016,8,,22089.0,
ES,2016-09,2016,9,,21227.0,
ES,2016-10,2016,10,,21824.0,
ES,2016-11,2016,11,,21771.0,
ES,2016-12,2016,12,,21906.0,
ES,2017-01,2017,1,7798.732,25249.014,0.3088727345947054
ES,2017-02,2017,2,7587.39,20998.094,0.3613370813560507
ES,2017-03,2017,3,8742.942,21153.274,0.41331389174082456
ES,2017-04,2017,4,7511.426,19292.508,0.3893441951663309
ES,2017-05,2017,5,7158.8,20409.321,0.350761301662118
ES,2017-06,2017,6,6716.583,22086.886,0.30409823277034165
ES,2017-07,2017,7,6654.847,22809.943,0.2917520223527082
ES,2017-08,2017,8,6261.791,21696.569,0.28860742912854104
ES,2017-09,2017,9,5754.886,20321.973,0.28318539740211246
ES,2017-10,2017,10,5397.422,21485.339,0.2512141884286769
ES,2017-11,2017,11,5915.7,22739.93,0.26014591953449284
ES,2017-12,2017,12,7827.049,24326.468,0.32175032561241523
ES,2018-01,2018,1,8460.763,22903.287,0.3694126087665932
ES,2018-02,2018,2,8165.695,21859.411,0.3735551246097161
ES,2018-03,2018,3,13266.533,24330.059,0.545273359180921
ES,2018-04,2018,4,10494.74,20807.356,0.5043764330268584
ES,2018-05,2018,5,8432.834,20178.532,0.41791117411316153
ES,2018-06,2018,6,8077.537,19833.323,0.4072709853008495
ES,2018-07,2018,7,7794.061,21810.708,0.3573502061464488
ES,2018-08,2018,8,7164.254,22321.128,0.3209629011580418
ES,2018-09,2018,9,5962.525,21045.757,0.2833124510560489
ES,2018-10,2018,10,7018.439,22103.062,0.31753243057455116
ES,2018-11,2018,11,7536.258,22231.346,0.33899242987806494
ES,2018-12,2018,12,7764.361,21647.222,0.35867701638575145
ES,2019-01,2019,1,9200.047,24569.178,0.374454814890429
ES,2019-02,2019,2,7421.343,20564.785,0.3608762746607854
ES,2019-03,2019,3,8726.171,20870.737,0.4181055513276795
ES,2019-04,2019,4,8026.843,19802.021,0.40535473626656593
ES,2019-05,2019,5,8617.855,20591.89,0.41850723755808716
ES,2019-06,2019,6,7387.187,21190.145,0.3486142732860016
ES,2019-07,2019,7,7150.648,23635.009,0.30254475468996017
ES,2019-08,2019,8,6297.455,22456.021,0.2804350334371347
ES,2019-09,2019,9,6804.936,21372.516,0.3183965799815052
ES,2019-10,2019,10,6408.692,21031.028,0.30472557023841157
ES,2019-11,2019,11,11078.346,22616.251,0.48984007119482353
ES,2019-12,2019,12,11045.822,22320.241,0.4948791547546462
ES,2020-01,2020,1,9453.673,22727.163,0.41596362027235867
ES,2020-02,2020,2,8705.035,20317.693,0.4284460346949824
ES,2020-03,2020,3,10400.108,20999.785,0.49524830849458695
ES,2020-04,2020,4,8267.652,17470.066,0.47324675247363124
ES,2020-05,2020,5,9420.403,17967.799,0.5242936544425948
ES,2020-06,2020,6,8521.09,19263.272,0.4423490464132988
ES,2020-07,2020,7,9168.862,23927.935,0.38318651400549186
ES,2020-08,2020,8,8556.044,22539.545,0.3796014515820972
ES,2020-09,2020,9,8004.958,21331.11,0.3752715165783684
ES,2020-10,2020,10,9788.987,20913.6,0.4680680035957463
ES,2020-11,2020,11,8008.719,19839.146,0.40368264843658086
ES,2020-12,2020,12,11915.539,23663.72,0.5035361726727666
ES,2021-01,2021,1,12557.434,24301.478,0.5167354018549818
ES,2021-02,2021,2,12356.861,21133.412,0.584707334527903
ES,2021-03,2021,3,11796.426,22092.639,0.5339527794755529
ES,2021-04,2021,4,9234.354,19890.79,0.4642527521531321
ES,2021-05,2021,5,10424.741,20459.565,0.5095289660361791
ES,2021-06,2021,6,9279.166,19852.584,0.4674034372553215
ES,2021-07,2021,7,10367.922,22428.385,0.4622678806342945
ES,2021-08,2021,8,9156.945,21553.109,0.4248549478407036
ES,2021-09,2021,9,7440.847,20649.084,0.3603475582742557
ES,2021-10,2021,10,7967.559,20602.791,0.3867223134962637
ES,2021-11,2021,11,9618.52,22979.252,0.41857411198589056
ES,2021-12,2021,12,11064.019,23532.683,0.4701554429641533
ES,2022-01,2022,1,9739.483,24288.368,0.4009937184746213
ES,2022-02,2022,2,8296.553,21081.851,0.39354006438998174
ES,2022-03,2022,3,10399.084,22723.438,0.4576369121609152
ES,2022-04,2022,4,11003.66,21735.882,0.5062440070294824
ES,2022-05,2022,5,11151.011,22139.798,0.5036636287286813
ES,2022-06,2022,6,9257.974,23209.273,0.39889116733643487
ES,2022-07,2022,7,10144.317,26367.462,0.384728609829797
ES,2022-08,2022,8,9542.343,25240.847,0.37805161609671817
ES,2022-09,2022,9,8897.103,23653.928,0.376136386311821
ES,2022-10,2022,10,8469.315,21941.57,0.38599402868618793
ES,2022-11,2022,11,10124.811,21554.665,0.46972713331429644
ES,2022-12,2022,12,10005.265,22197.577,0.4507368078957446
ES,2023-01,2023,1,13609.805,23799.381,0.571855419264896
ES,2023-02,2023,2,9803.502,21588.721,0.4541029549643075
ES,2023-03,2023,3,12803.004,23969.66,0.5341337340621436
ES,2023-04,2023,4,11330.307,21439.062,0.528488932957981
ES,2023-05,2023,5,11707.501,21477.777,0.5450983591085801
ES,2023-06,2023,6,9817.943,21238.518,0.46227062547396197
ES,2023-07,2023,7,10877.022,23582.532,0.4612321526797886
ES,2023-08,2023,8,10893.399,23498.442,0.4635796279600154
ES,2023-09,2023,9,8759.215,20758.009,0.42196797390347024
ES,2023-10,2023,10,10548.77,20881.03,0.5051843706943575
ES,2023-11,2023,11,12961.142,21579.963,0.6006100195815905
ES,2023-12,2023,12,12184.597,22562.743,0.5400317239796598
ES,2024-01,2024,1,12054.513,23353.41,0.5161778515428797
ES,2024-02,2024,2,13215.575,22154.674,0.596514080956461
ES,2024-03,2024,3,14566.048,22427.751,0.6494653877689297
ES,2024-04,2024,4,13629.041,21070.264,0.646837695056882
ES,2024-05,2024,5,13435.238,21339.59,0.6295921336820435
ES,2024-06,2024,6,12602.584,21503.435,0.5860730622805147
ES,2024-07,2024,7,13371.103,24219.503,0.5520799910716582
ES,2024-08,2024,8,12265.997,23350.644,0.5252958762079538
ES,2024-09,2024,9,11411.51,21610.829,0.5280459162394927
ES,2024-10,2024,10,11975.348,21741.058,0.550817168143335
ES,2024-11,2024,11,10416.911,20694.199,0.5033734816215887
ES,2024-12,2024,12,10888.893,22815.723,0.47725390950793006
FI,2015-01,2015,1,,6493.0,
FI,2015-02,2015,2,,5635.0,
FI,2015-03,2015,3,,6206.0,
FI,2015-04,2015,4,,5553.0,
FI,2015-05,2015,5,,5189.0,
FI,2015-06,2015,6,,4949.0,
FI,2015-07,2015,7,,4700.0,
FI,2015-08,2015,8,,4519.0,
FI,2015-09,2015,9,,4765.0,
FI,2015-10,2015,10,,5910.0,
FI,2015-11,2015,11,,5789.0,
FI,2015-12,2015,12,,6379.0,
FI,2016-01,2016,1,,7109.0,
FI,2016-02,2016,2,,6141.0,
FI,2016-03,2016,3,,6246.0,
FI,2016-04,2016,4,,5572.0,
FI,2016-05,2016,5,,4756.0,
FI,2016-06,2016,6,,4366.0,
FI,2016-07,2016,7,,4409.0,
FI,2016-08,2016,8,,4568.0,
FI,2016-09,2016,9,,4532.0,
FI,2016-10,2016,10,,5649.0,
FI,2016-11,2016,11,,6335.0,
FI,2016-12,2016,12,,6336.0,
FI,2017-01,2017,1,2766.0,6586.0,0.41998177953234134
FI,2017-02,2017,2,2321.0,5871.0,0.3953329926758644
FI,2017-03,2017,3,2630.0,6283.0,0.418589845615152
FI,2017-04,2017,4,2238.0,5270.0,0.42466793168880457
FI,2017-05,2017,5,2441.0,4925.0,0.4956345177664975
FI,2017-06,2017,6,2329.0,4217.0,0.5522883566516481
FI,2017-07,2017,7,2175.0,4249.0,0.5118851494469286
FI,2017-08,2017,8,2191.0,4343.0,0.5044899838821092
FI,2017-09,2017,9,2456.0,4823.0,0.5092266224341696
FI,2017-10,2017,10,2761.0,5668.0,0.48712067748765
FI,2017-11,2017,11,2970.0,6129.0,0.4845814977973568
FI,2017-12,2017,12,3026.0,6546.0,0.46226703330278035
FI,2018-01,2018,1,3151.0,6877.0,0.45819397993311034
FI,2018-02,2018,2,2984.0,6614.0,0.4511641971575446
FI,2018-03,2018,3,3035.0,7121.0,0.42620418480550487
FI,2018-04,2018,4,2572.0,5492.0,0.46831755280407866
FI,2018-05,2018,5,2843.0,4933.0,0.5763227245084127
FI,2018-06,2018,6,2201.0,4173.0,0.527438293793434
FI,2018-07,2018,7,1906.0,4510.0,0.42261640798226163
FI,2018-08,2018,8,2063.0,4469.0,0.46162452450212577
FI,2018-09,2018,9,2295.0,4737.0,0.4844838505383154
FI,2018-10,2018,10,2721.0,5638.0,0.48261794962752746
FI,2018-11,2018,11,2863.0,6225.0,0.45991967871485945
FI,2018-12,2018,12,2817.674,6634.674,0.42468914071738867
FI,2019-01,2019,1,2795.0,6969.0,0.4010618453149663
FI,2019-02,2019,2,2618.0,6118.0,0.4279176201372998
FI,2019-03,2019,3,2907.0,6483.0,0.44840351689032854
FI,2019-04,2019,4,2652.0,5600.0,0.4735714285714286
FI,2019-05,2019,5,2963.0,5182.0,0.5717869548436897
FI,2019-06,2019,6,2487.0,4674.0,0.5320924261874198
FI,2019-07,2019,7,2148.0,4668.0,0.4601542416452442
FI,2019-08,2019,8,1957.0,4258.0,0.45960544856740254
FI,2019-09,2019,9,2019.0,4361.0,0.4629672093556524
FI,2019-10,2019,10,2312.0,5541.0,0.41725320339288935
FI,2019-11,2019,11,2513.0,5818.0,0.43193537298040563
FI,2019-12,2019,12,3023.0,6380.0,0.4738244514106583
FI,2020-01,2020,1,3266.987,6586.544,0.49600928802722644
FI,2020-02,2020,2,2974.45,6075.483,0.48958247434812996
FI,2020-03,2020,3,3435.161,6562.359,0.5234643517674056
FI,2020-04,2020,4,2863.631,5636.405,0.5080598360124938
FI,2020-05,2020,5,2782.548,5080.717,0.5476683704288194
FI,2020-06,2020,6,2190.106,4495.244,0.4872051439254466
FI,2020-07,2020,7,2174.889,4559.115,0.4770419259000925
FI,2020-08,2020,8,2183.973,4320.608,0.5054781641842999
FI,2020-09,2020,9,2314.873,4611.333,0.5019964942891785
FI,2020-10,2020,10,2608.773,5329.969,0.489453691006458
FI,2020-11,2020,11,3327.0,6199.0,0.5366994676560736
FI,2020-12,2020,12,3253.0,6350.0,0.5122834645669291
FI,2021-01,2021,1,3145.729,6875.414,0.45753303001099277
FI,2021-02,2021,2,3076.963,6516.907,0.4721508224683888
FI,2021-03,2021,3,3390.161,6754.774,0.5018911069415498
FI,2021-04,2021,4,2997.724,5715.734,0.5244687733893845
FI,2021-05,2021,5,3053.0,5084.241,0.6004829432751122
FI,2021-06,2021,6,2413.454,4290.099,0.5625637077372807
FI,2021-07,2021,7,2125.99,4395.382,0.48368719715374
FI,2021-08,2021,8,2297.521,4587.186,0.5008562983929582
FI,2021-09,2021,9,2515.0,4764.0,0.5279177162048698
FI,2021-10,2021,10,3281.0,6004.0,0.546469020652898
FI,2021-11,2021,11,3394.0,6217.0,0.5459224706450057
FI,2021-12,2021,12,3743.0,7160.0,0.5227653631284916
FI,2022-01,2022,1,3637.0,6705.0,0.5424310216256525
FI,2022-02,2022,2,3251.0,5965.0,0.5450125733445096
FI,2022-03,2022,3,3506.0,6488.0,0.5403822441430333
FI,2022-04,2022,4,2945.0,5818.0,0.5061876933654177
FI,2022-05,2022,5,3492.0,5552.0,0.6289625360230547
FI,2022-06,2022,6,2774.0,4830.0,0.5743271221532091
FI,2022-07,2022,7,2436.0,4533.0,0.5373924553275976
FI,2022-08,2022,8,2949.0,5040.0,0.5851190476190476
FI,2022-09,2022,9,2614.0,5446.0,0.47998531031950054
FI,2022-10,2022,10,3207.0,5992.0,0.5352136181575434
FI,2022-11,2022,11,2848.0,5753.0,0.49504606292369197
FI,2022-12,2022,12,3686.0,7056.0,0.5223922902494331
FI,2023-01,2023,1,4313.0,7371.0,0.5851309184642518
FI,2023-02,2023,2,3672.0,6294.0,0.5834127740705434
FI,2023-03,2023,3,3855.0,7302.0,0.5279375513557929
FI,2023-04,2023,4,3092.0,6340.0,0.48769716088328074
FI,2023-05,2023,5,3499.0,6361.0,0.5500707435937746
FI,2023-06,2023,6,2411.0,5481.0,0.43988323298668125
FI,2023-07,2023,7,2069.0,5331.0,0.3881072969424123
FI,2023-08,2023,8,2914.0,5787.0,0.5035424226715051
FI,2023-09,2023,9,3388.0,5908.0,0.5734597156398105
FI,2023-10,2023,10,3646.0,6897.0,0.5286356386834856
FI,2023-11,2023,11,3807.0,7286.0,0.5225089212187757
FI,2023-12,2023,12,3827.0,7681.0,0.4982424163520375
FI,2024-01,2024,1,4651.0,8604.0,0.5405625290562529
FI,2024-02,2024,2,4143.0,7635.0,0.5426326129666011
FI,2024-03,2024,3,3615.0,6290.0,0.5747217806041336
FI,2024-04,2024,4,3633.0,5971.0,0.608440797186401
FI,2024-05,2024,5,3414.0,5537.0,0.616579375112877
FI,2024-06,2024,6,2949.0,5592.0,0.5273605150214592
FI,2024-07,2024,7,2837.0,6003.0,0.47259703481592535
FI,2024-08,2024,8,2860.0,5650.0,0.5061946902654867
FI,2024-09,2024,9,3255.0,5639.0,0.5772300053200922
FI,2024-10,2024,10,4005.0,6956.0,0.5757619321449109
FI,2024-11,2024,11,4146.0,7261.0,0.5709957306156177
FI,2024-12,2024,12,4814.0,8204.0,0.5867869332033154
FR,2015-01,2015,1,,58238.0,
FR,2015-02,2015,2,,52046.0,
FR,2015-03,2015,3,,50667.0,
FR,2015-04,2015,4,,41185.0,
FR,2015-05,2015,5,,40319.0,
FR,2015-06,2015,6,,39623.0,
FR,2015-07,2015,7,,41409.0,
FR,2015-08,2015,8,,38668.0,
FR,2015-09,2015,9,,38738.0,
FR,2015-10,2015,10,,44132.0,
FR,2015-11,2015,11,,47411.0,
FR,2015-12,2015,12,,51740.0,
FR,2016-01,2016,1,,55984.0,
FR,2016-02,2016,2,,51937.0,
FR,2016-03,2016,3,,52088.0,
FR,2016-04,2016,4,,42941.0,
FR,2016-05,2016,5,,40256.0,
FR,2016-06,2016,6,,39819.0,
FR,2016-07,2016,7,,38385.0,
FR,2016-08,2016,8,,36032.0,
FR,2016-09,2016,9,,36248.0,
FR,2016-10,2016,10,,39583.0,
FR,2016-11,2016,11,,45654.0,
FR,2016-12,2016,12,,51211.0,
FR,2017-01,2017,1,7190.907,57166.501,0.12578882517228054
FR,2017-02,2017,2,7143.468,48016.614,0.14877075672182966
FR,2017-03,2017,3,9097.553,49794.818,0.18270079830395203
FR,2017-04,2017,4,6293.362,42244.033,0.14897635365449127
FR,2017-05,2017,5,7808.551,41221.112,0.18943086736718798
FR,2017-06,2017,6,7336.149,37089.405,0.19779635181529606
FR,2017-07,2017,7,6462.111,38658.235,0.1671600113145362
FR,2017-08,2017,8,5584.44,36885.081,0.15140105019696173
FR,2017-09,2017,9,5350.859,38382.139,0.13941013032129346
FR,2017-10,2017,10,5237.556,39321.117,0.13319957314539158
FR,2017-11,2017,11,6378.608,44811.238,0.14234393613494903
FR,2017-12,2017,12,8427.762,53052.619,0.15885666266541904
FR,2018-01,2018,1,11357.323,57338.858,0.1980737565439479
FR,2018-02,2018,2,10197.687,54246.278,0.18798869481884084
FR,2018-03,2018,3,10739.376,53005.788,0.20260760956897764
FR,2018-04,2018,4,9955.127,42907.15,0.23201557316204874
FR,2018-05,2018,5,10179.764,42859.89,0.23751260210887148
FR,2018-06,2018,6,9793.587,40848.136,0.2397560319521067
FR,2018-07,2018,7,7509.57,41340.704,0.18165075273028733
FR,2018-08,2018,8,6400.824,37330.563,0.1714633663574803
FR,2018-09,2018,9,5638.162,38929.71,0.14482928334169456
FR,2018-10,2018,10,5957.72,42384.719,0.14056292316105717
FR,2018-11,2018,11,6953.871,46665.629,0.14901483487986414
FR,2018-12,2018,12,8953.752,53828.398,0.1663388161765468
FR,2019-01,2019,1,8581.644,56569.387,0.15170120192393105
FR,2019-02,2019,2,8626.357,50885.874,0.1695236088506606
FR,2019-03,2019,3,11047.116,51182.635,0.21583718774932162
FR,2019-04,2019,4,8018.45,43016.277,0.18640502059255382
FR,2019-05,2019,5,9181.241,43951.229,0.20889611528269209
FR,2019-06,2019,6,9077.349,40505.66,0.22410075530185164
FR,2019-07,2019,7,7633.628,40806.332,0.18706969300744794
FR,2019-08,2019,8,7016.586,37931.529,0.18498031017942884
FR,2019-09,2019,9,6629.989,38044.707,0.17426836800188786
FR,2019-10,2019,10,8140.365,41589.722,0.19573020949743303
FR,2019-11,2019,11,10392.469,46637.413,0.22283545187208387
FR,2019-12,2019,12,13100.418,51887.146,0.2524790629262978
FR,2020-01,2020,1,11169.527,55478.286,0.20133150833102523
FR,2020-02,2020,2,13161.771,51553.222,0.2553045278139939
FR,2020-03,2020,3,13152.907,48863.061,0.2691789407135177
FR,2020-04,2020,4,9049.696,37407.82,0.24191989803201577
FR,2020-05,2020,5,11094.28,38193.689,0.2904741670803258
FR,2020-06,2020,6,10049.917,35025.205,0.2869338523500433
FR,2020-07,2020,7,8596.54,34953.098,0.24594500893740523
FR,2020-08,2020,8,7438.057,33991.58,0.2188205726241616
FR,2020-09,2020,9,6932.127,32650.119,0.21231552019764463
FR,2020-10,2020,10,10384.711,42235.417,0.24587684312433802
FR,2020-11,2020,11,8530.605,45905.194,0.18583093233414935
FR,2020-12,2020,12,10626.563,51349.22,0.20694692149169938
FR,2021-01,2021,1,11880.132,56232.714,0.21126727050734204
FR,2021-02,2021,2,11983.431,47758.77,0.2509158213245442
FR,2021-03,2021,3,11186.99,48425.693,0.23101352416371201
FR,2021-04,2021,4,8714.929,40023.676,0.21774434212389687
FR,2021-05,2021,5,12032.695,41925.511,0.28700174936448597
FR,2021-06,2021,6,9361.26,39711.996,0.23572877072207604
FR,2021-07,2021,7,9881.702,40986.86,0.24109438976296305
FR,2021-08,2021,8,8676.889,39578.297,0.21923351072937775
FR,2021-09,2021,9,6755.979,38932.681,0.1735297653917027
FR,2021-10,2021,10,7990.367,42245.126,0.1891429321337567
FR,2021-11,2021,11,7648.158,45119.104,0.1695104140365908
FR,2021-12,2021,12,10394.321,48871.638,0.2126861596085648
FR,2022-01,2022,1,10025.169,52972.661,0.1892517538433646
FR,2022-02,2022,2,10963.966,46334.976,0.23662397062642268
FR,2022-03,2022,3,9668.825,43237.854,0.223619446978104
FR,2022-04,2022,4,10620.054,36975.413,0.2872193476243254
FR,2022-05,2022,5,9604.034,34205.111,0.28077774692793717
FR,2022-06,2022,6,8330.736,32077.587,0.25970581889466937
FR,2022-07,2022,7,8157.671,31169.541,0.2617193175863578
FR,2022-08,2022,8,7277.126,29369.21,0.24778078811108642
FR,2022-09,2022,9,6864.292,29286.185,0.2343866911992805
FR,2022-10,2022,10,7941.251,33006.461,0.24059686374737357
FR,2022-11,2022,11,9526.513,37032.257,0.25724905181987695
FR,2022-12,2022,12,10316.383,45261.368,0.22792910280573048
FR,2023-01,2023,1,13243.353,49896.386,0.2654170785034411
FR,2023-02,2023,2,8476.469,43703.787,0.19395273457652537
FR,2023-03,2023,3,12491.547,43201.601,0.28914546477108566
FR,2023-04,2023,4,10773.771,38813.276,0.27757953232290933
FR,2023-05,2023,5,11846.486,39420.299,0.3005174060196753
FR,2023-06,2023,6,10727.838,36384.339,0.2948476815808032
FR,2023-07,2023,7,10179.06,37214.891,0.273521155819051
FR,2023-08,2023,8,9169.049,35900.283,0.2554032512779913
