country,time_period,C0000,CF,CF_NR_OTH,CF_R,FE,G3000,N9000,O4000XBIO,RA000,RA100,RA110,RA120,RA130,RA200,RA300,RA310,RA320,RA400,RA410,RA420,RA500_5160,TOTAL,X9900,year,month,share_ra000,share_ra100,share_ra110,share_ra120,share_ra130,share_ra200,share_ra300,share_ra310,share_ra320,share_ra400,share_ra410,share_ra420,share_ra500_5160,share_cf,share_cf_r,share_cf_nr_oth,share_c0000,share_g3000,share_o4000xbio,share_fe,share_n9000,share_x9900
LT,2019-01,0.0,83.361,6.546,41.024,,31.49,0.0,4.301,212.946,78.111,40.135,0.0,37.976,0.0,131.275,131.275,0.0,0.512,0.0,0.512,0.0,310.904,17.645,2019,1,0.6849252502380156,0.25123832437022364,0.12909129506214137,0.0,0.12214702930808223,0.0,0.4222364459768932,0.4222364459768932,0.0,0.0016468105910506137,0.0,0.0016468105910506137,0.0,0.2681245657823637,0.13195069860793043,0.02105473072073695,0.0,0.10128528420348402,0.013833852250212286,,0.0,0.056753853279468906
LT,2019-02,0.0,95.636,6.514,36.767,,49.748,0.0,2.607,241.856,70.633,48.361,0.0,22.272,0.0,153.846,153.846,0.0,2.882,0.0,2.882,0.0,338.352,15.355,2019,2,0.7148058826311061,0.20875597011396416,0.1429310304062042,0.0,0.06582493970775996,0.0,0.4546921549155909,0.4546921549155909,0.0,0.00851775665579042,0.0,0.00851775665579042,0.0,0.2826523856811841,0.10866494065352061,0.01925213978342082,0.0,0.14703031162812694,0.007704993616115762,,0.0,0.04538173263347047
LT,2019-03,0.0,86.183,5.836,40.503,,37.824,0.0,2.02,275.741,68.081,51.518,0.0,16.563,0.0,178.341,178.341,0.0,5.379,0.0,5.379,0.0,356.59,18.606,2019,3,0.7732718247847669,0.19092234779438574,0.1444740458229339,0.0,0.046448301971451805,0.0,0.5001289996915226,0.5001289996915226,0.0,0.015084550884769623,0.0,0.015084550884769623,0.0,0.24168653074960042,0.11358422838554083,0.01636613477663423,0.0,0.10607139852491658,0.005664769062508764,,0.0,0.052177570879721816
LT,2019-04,0.0,80.539,7.143,33.437,,36.484,0.0,3.474,197.846,57.64,34.436,0.0,23.204,0.0,118.505,118.505,0.0,11.468,0.0,11.468,0.0,287.344,19.192,2019,4,0.6885336043209533,0.20059580154797038,0.11984241884291999,0.0,0.08075338270505039,0.0,0.4124150843588173,0.4124150843588173,0.0,0.03991035135586614,0.0,0.03991035135586614,0.0,0.2802877387382371,0.11636574976334985,0.024858705941310764,0.0,0.1269697644635002,0.012090038420847486,,0.0,0.06679102399910908
LT,2019-05,0.0,83.583,7.098,23.894,,50.383,0.0,2.208,161.701,65.645,26.363,0.0,39.282,0.0,101.813,101.813,0.0,9.631,0.0,9.631,0.0,273.278,12.606,2019,5,0.5917088093443306,0.24021326268488497,0.09646952919737409,0.0,0.14374373348751085,0.0,0.37256200645496523,0.37256200645496523,0.0,0.03524250031103857,0.0,0.03524250031103857,0.0,0.30585338007450286,0.08743477338095272,0.02597355074319923,0.0,0.18436537152643095,0.008079684423919964,,0.0,0.04612885047460827
LT,2019-06,0.0,65.37,4.03,26.545,,30.407,0.0,4.388,161.253,78.196,18.94,0.0,59.255,0.0,103.428,103.428,0.0,12.339,0.0,12.339,0.0,278.807,19.474,2019,6,0.5783678315106865,0.28046641583604426,0.06793229725222107,0.0,0.21253053187330304,0.0,0.37096629568124184,0.37096629568124184,0.0,0.044256421108508755,0.0,0.044256421108508755,0.0,0.23446326670420758,0.09520923075819474,0.014454443396327926,0.0,0.10906110678713231,0.01573848576255259,,0.0,0.06984760066999753
LT,2019-07,0.0,60.4,5.03,23.545,,28.625,0.0,3.2,146.435,100.8,13.51,0.0,87.29,0.0,99.119,99.119,0.0,10.261,0.0,10.261,0.0,290.612,20.032,2019,7,0.5038849049591896,0.3468542248771558,0.04648810097311879,0.0,0.300366123904037,0.0,0.3410698801150675,0.3410698801150675,0.0,0.03530824604627475,0.0,0.03530824604627475,0.0,0.20783725379543858,0.0810186778247285,0.01730830110250093,0.0,0.09849902963401373,0.011011245234195421,,0.0,0.06893039516606334
LT,2019-08,0.0,73.1,6.7,35.1,,25.5,0.0,5.7,108.0,108.6,14.8,0.0,93.8,0.0,48.5,48.5,0.0,9.6,0.0,9.6,0.0,260.1,20.3,2019,8,0.41522491349480967,0.4175317185697808,0.05690119184928873,0.0,0.36063052672049206,0.0,0.18646674356016915,0.18646674356016915,0.0,0.03690888119953863,0.0,0.03690888119953863,0.0,0.2810457516339869,0.13494809688581313,0.02575932333717801,0.0,0.0980392156862745,0.021914648212226065,,0.0,0.07804690503652441
LT,2019-09,0.0,85.0,6.3,34.0,,39.4,0.0,5.3,173.1,97.7,14.8,0.0,82.9,0.0,117.5,117.5,0.0,6.8,0.0,6.8,0.0,327.8,20.8,2019,9,0.5280658938377059,0.29804758999389874,0.04514948139109213,0.0,0.2528981086028066,0.0,0.3584502745576571,0.3584502745576571,0.0,0.02074435631482611,0.0,0.02074435631482611,0.0,0.2593044539353264,0.10372178157413056,0.019219035997559485,0.0,0.12019524100061012,0.016168395363026233,,0.0,0.06345332519829164
LT,2019-10,0.0,97.2,4.6,39.2,,46.9,0.0,6.5,186.8,80.4,22.6,0.0,57.8,0.0,121.2,121.2,0.0,3.8,0.0,3.8,0.0,321.7,19.1,2019,10,0.5806652160397887,0.2499222878458191,0.07025178737954617,0.0,0.17967050046627292,0.0,0.37674852346907056,0.37674852346907056,0.0,0.011812247435498913,0.0,0.011812247435498913,0.0,0.30214485545539327,0.121852657755673,0.014299036369288157,0.0,0.14578800124339447,0.020205160087037613,,0.0,0.059372085794218224
LT,2019-11,0.0,83.573,6.84,43.997,,28.444,0.0,4.292,205.334,48.435,26.407,0.0,22.028,0.0,133.98,133.98,0.0,0.95,0.0,0.95,0.0,283.113,16.175,2019,11,0.7252722411192704,0.17108009875915273,0.09327371049722195,0.0,0.07780638826193075,0.0,0.4732386008413601,0.4732386008413601,0.0,0.003355550610533603,0.0,0.003355550610533603,0.0,0.2951930854464472,0.15540437917015468,0.02415996439584194,0.0,0.10046871743791348,0.015160024442537078,,0.0,0.05713266434250635
LT,2019-12,0.0,90.887,7.481,46.84,,29.311,0.0,7.255,249.979,70.871,28.43,0.0,42.441,0.0,174.031,174.031,0.0,0.678,0.0,0.678,0.0,350.708,14.241,2019,12,0.7127838543745794,0.20207979287612485,0.08106458934498215,0.0,0.12101520353114271,0.0,0.49622763096365063,0.49622763096365063,0.0,0.0019332322045690431,0.0,0.0019332322045690431,0.0,0.2591529135349065,0.13355840186137755,0.021331135873718304,0.0,0.0835766506609487,0.020686725138861956,,0.0,0.04060643042074888
LT,2020-01,0.0,91.485,7.101,47.602,,27.995,0.0,8.787,278.261,86.377,36.955,0.0,49.422,0.0,192.684,192.684,0.0,1.02,0.0,1.02,0.0,387.809,16.243,2020,1,0.7175207383015866,0.22273077726406554,0.09529175444613197,0.0,0.12743902281793357,0.0,0.4968528321931672,0.4968528321931672,0.0,0.0026301607234489144,0.0,0.0026301607234489144,0.0,0.23590220959286656,0.12274599093883844,0.018310560095304646,0.0,0.07218759750289447,0.02265806105582903,,0.0,0.04188402022645168
LT,2020-02,0.0,113.552,6.666,43.204,,57.049,0.0,6.633,281.233,107.823,38.77,0.0,69.053,0.0,196.679,196.679,0.0,2.58,0.0,2.58,0.0,435.963,15.329,2020,2,0.6450845599282508,0.2473214470035301,0.08892956512364582,0.0,0.1583918818798843,0.0,0.4511369084073648,0.4511369084073648,0.0,0.005917933402605267,0.0,0.005917933402605267,0.0,0.26046247043900517,0.09910015299463486,0.015290288396033608,0.0,0.1308574351493131,0.01521459389902354,,0.0,0.035161240747494625
LT,2020-03,0.0,101.575,7.299,46.658,,42.188,0.0,5.431,221.56,112.585,40.563,0.0,72.022,0.0,127.456,127.456,0.0,6.883,0.0,6.883,0.0,365.671,17.172,2020,3,0.6058998389262479,0.3078860505755173,0.11092758244432838,0.0,0.19695846813118897,0.0,0.3485537546045489,0.3485537546045489,0.0,0.018822930995348278,0.0,0.018822930995348278,0.0,0.2777770181392563,0.12759557088202236,0.0199605656450744,0.0,0.11537146779482103,0.014852148516015764,,0.0,0.046960245685329166
LT,2020-04,0.0,95.231,6.015,44.575,,38.196,0.0,6.445,223.407,77.596,27.553,0.0,50.043,0.0,141.96,141.96,0.0,9.319,0.0,9.319,0.0,340.594,16.488,2020,4,0.6559334574302542,0.22782550485328573,0.08089690364480878,0.0,0.14692860120847695,0.0,0.4168012354885876,0.4168012354885876,0.0,0.027361022214131784,0.0,0.027361022214131784,0.0,0.279602694116749,0.13087429608272608,0.01766032284773073,0.0,0.11214525211835792,0.018922823067934257,,0.0,0.04840954332724593
LT,2020-05,0.0,155.644,6.686,37.905,,102.796,0.0,8.257,193.034,72.502,24.524,0.0,47.978,0.0,119.675,119.675,0.0,10.93,0.0,10.93,0.0,371.975,13.224,2020,5,0.5189434773842327,0.19491094831641909,0.06592916190604207,0.0,0.12898178641037703,0.0,0.3217286107937361,0.3217286107937361,0.0,0.02938369514080247,0.0,0.02938369514080247,0.0,0.41842596948719674,0.10190200954365213,0.017974326231601584,0.0,0.27635190536998455,0.02219772834195846,,0.0,0.03555077626184555
LT,2020-06,0.0,239.463,7.729,30.641,,195.161,0.0,5.931,126.883,87.299,22.859,0.0,64.44,0.0,62.985,62.985,0.0,10.398,0.0,10.398,0.0,418.612,18.467,2020,6,0.3031040677285887,0.208543950006211,0.054606652460990134,0.0,0.15393729754522087,0.0,0.15046152523100148,0.15046152523100148,0.0,0.024839230600173907,0.0,0.024839230600173907,0.0,0.5720404575119681,0.07319665943642321,0.01846339808701136,0.0,0.4662097598731044,0.014168251268477731,,0.0,0.04411483665064546
LT,2020-07,0.0,244.886,5.001,39.222,,196.585,0.0,4.078,167.317,84.159,17.083,0.0,67.076,0.0,100.905,100.905,0.0,10.107,0.0,10.107,0.0,458.556,18.499,2020,7,0.3648780083566675,0.18353047392248714,0.03725390137736721,0.0,0.1462765725451199,0.0,0.22004945960798683,0.22004945960798683,0.0,0.022040928479836703,0.0,0.022040928479836703,0.0,0.5340372822512408,0.08553371889147673,0.01090597440661555,0.0,0.4287044548539328,0.008893134099215801,,0.0,0.04034185573844852
LT,2020-08,0.0,282.509,1.267,32.67,,243.251,0.0,5.322,100.183,89.246,12.392,0.0,76.854,0.0,45.697,45.697,0.0,9.424,0.0,9.424,0.0,445.343,18.467,2020,8,0.22495694329988347,0.2003983446467105,0.027825743303476196,0.0,0.1725726013432343,0.0,0.10261079662192961,0.10261079662192961,0.0,0.021161217308905717,0.0,0.021161217308905717,0.0,0.6343627271563717,0.07335918606557193,0.0028449981250406988,0.0,0.5462104490246843,0.01195033940131539,,0.0,0.041466914266082545
LT,2020-09,0.0,244.331,6.825,33.159,,199.217,0.0,5.131,176.213,86.732,14.588,0.0,72.144,0.0,120.796,120.796,0.0,7.67,0.0,7.67,0.0,477.695,18.166,2020,9,0.36888181789635643,0.1815635499638891,0.0305383141962968,0.0,0.1510252357675923,0.0,0.25287264886590816,0.25287264886590816,0.0,0.016056270214258053,0.0,0.016056270214258053,0.0,0.5114790818409236,0.06941458461989344,0.014287359088958436,0.0,0.417038068223448,0.010741163294570805,,0.0,0.03802844911502109
LT,2020-10,0.0,183.486,8.514,35.605,,135.74,0.0,3.627,184.671,67.915,17.882,0.0,50.033,0.0,128.079,128.079,0.0,3.105,0.0,3.105,0.0,399.393,16.808,2020,10,0.4623791603758704,0.17004554411319178,0.044772942940912844,0.0,0.12527260117227895,0.0,0.3206841381796877,0.3206841381796877,0.0,0.007774297496450864,0.0,0.007774297496450864,0.0,0.45941215794968865,0.089147781758819,0.021317349077224688,0.0,0.33986574626996474,0.009081280843680284,,0.0,0.04208386226098104
LT,2020-11,0.0,179.386,5.343,48.029,,119.431,0.0,6.583,208.518,94.823,21.301,0.0,73.522,0.0,138.02,138.02,0.0,1.168,0.0,1.168,0.0,427.315,13.918,2020,11,0.4879725729262956,0.22190421585949474,0.049848472438365134,0.0,0.17205574342112961,0.0,0.3229935761674643,0.3229935761674643,0.0,0.002733346594432678,0.0,0.002733346594432678,0.0,0.41979804125762027,0.1123971777260335,0.012503656553128255,0.0,0.27949170986274763,0.015405497115710893,,0.0,0.032570820120988025
LT,2020-12,0.0,210.883,6.942,47.968,,147.953,0.0,8.019,239.691,90.825,22.56,0.0,68.265,0.0,168.548,168.548,0.0,0.615,0.0,0.615,0.0,484.567,13.696,2020,12,0.49464986266089106,0.1874353804530643,0.046557029265302835,0.0,0.14087835118776143,0.0,0.3478321883248343,0.3478321883248343,0.0,0.001269174335024878,0.0,0.001269174335024878,0.0,0.43519884763097777,0.09899147073572902,0.014326192249988134,0.0,0.3053303258372939,0.01654879510986097,,0.0,0.028264409256098744
LT,2021-01,0.0,160.447,5.349,44.446,,106.944,0.0,3.708,171.005,90.313,26.887,0.0,63.426,0.0,99.302,99.302,0.0,0.37,0.0,0.37,0.0,364.079,13.647,2021,1,0.46969201739182975,0.24805880042518244,0.07384935687034956,0.0,0.1742094435548329,0.0,0.272748496892158,0.272748496892158,0.0,0.0010162629539193417,0.0,0.0010162629539193417,0.0,0.44069281666890975,0.12207790067540286,0.014691866325715024,0.0,0.29373844687554074,0.010184602792251132,,0.0,0.03748362305983042
LT,2021-02,0.0,156.544,6.373,37.892,,108.658,0.0,3.621,173.492,88.46,28.632,0.0,59.828,0.0,104.187,104.187,0.0,2.781,0.0,2.781,0.0,362.512,10.54,2021,2,0.47858277794941956,0.24401950831972458,0.07898221300260405,0.0,0.16503729531712055,0.0,0.2874028997660767,0.2874028997660767,0.0,0.007671470185814539,0.0,0.007671470185814539,0.0,0.4318312221388534,0.10452619499492431,0.017580107692986714,0.0,0.29973628459195834,0.00998863485898398,,0.0,0.029074899589530828
LT,2021-03,0.0,147.757,6.029,45.066,,94.992,0.0,1.671,228.847,102.71,49.275,0.0,53.435,0.0,129.008,129.008,0.0,5.498,0.0,5.498,0.0,400.147,15.174,2021,3,0.5719073240584086,0.2566806698538287,0.12314224522487986,0.0,0.13353842462894888,0.0,0.32240151744233997,0.32240151744233997,0.0,0.0137399505681662,0.0,0.0137399505681662,0.0,0.3692567981266885,0.11262361082302255,0.015066962891137507,0.0,0.2373927581613757,0.004175965332740218,,0.0,0.0379210640089767
LT,2021-04,0.0,128.617,7.138,41.796,,79.058,0.0,0.626,213.46,107.136,36.803,0.0,70.333,0.0,127.271,127.271,0.0,7.59,0.0,7.59,0.0,384.954,14.34,2021,4,0.5545078113229113,0.2783085771286959,0.09560363056365175,0.0,0.18270494656504413,0.0,0.3306135278500808,0.3306135278500808,0.0,0.019716641468850823,0.0,0.019716641468850823,0.0,0.33411004951240925,0.10857401144032792,0.018542475204829666,0.0,0.20536999225881536,0.0016261683214098307,,0.0,0.037251204039963216
LT,2021-05,0.0,100.398,7.08,30.944,,60.694,0.0,1.681,195.491,104.84,41.104,0.0,63.736,0.0,113.722,113.722,0.0,9.721,0.0,9.721,0.0,340.149,11.468,2021,5,0.5747216660933885,0.3082178692278972,0.12084116078542051,0.0,0.18737670844247667,0.0,0.33432995540189736,0.33432995540189736,0.0,0.028578652296493597,0.0,0.028578652296493597,0.0,0.2951588862527892,0.09097189760957698,0.020814407803638992,0.0,0.17843356881837077,0.004941951909310332,,0.0,0.03371463682092259
LT,2021-06,0.0,188.476,1.084,21.758,,162.938,0.0,2.696,110.41,62.16,26.009,0.0,36.151,0.0,50.617,50.617,0.0,12.026,0.0,12.026,0.0,332.061,18.782,2021,6,0.3324991492526976,0.1871945214885217,0.07832597022836166,0.0,0.10886855126016005,0.0,0.15243283613552933,0.15243283613552933,0.0,0.0362162373780721,0.0,0.0362162373780721,0.0,0.5675945082379442,0.06552410551073448,0.0032644604455205526,0.0,0.490686952096151,0.0081189901855382,,0.0,0.056561896759932666
LT,2021-07,0.0,152.639,6.442,34.851,,106.461,0.0,4.884,126.202,58.048,20.583,0.0,37.465,0.0,59.529,59.529,0.0,11.239,0.0,11.239,0.0,300.377,18.922,2021,7,0.42014535067598385,0.19325048189441935,0.06852388831368579,0.0,0.12472659358073356,0.0,0.1981809526028957,0.1981809526028957,0.0,0.03741631349936913,0.0,0.03741631349936913,0.0,0.5081580813444438,0.11602419626003321,0.021446382379476457,0.0,0.3544246064112765,0.016259567143955763,,0.0,0.06299417065887201
LT,2021-08,0.0,107.087,7.251,34.247,,57.251,0.0,8.338,157.976,64.094,20.327,0.0,43.767,0.0,96.059,96.059,0.0,7.343,0.0,7.343,0.0,292.899,18.316,2021,8,0.5393531558660153,0.21882628482855862,0.06939934926373938,0.0,0.14942693556481929,0.0,0.3279594672566311,0.3279594672566311,0.0,0.025070075350206042,0.0,0.025070075350206042,0.0,0.36561067125527913,0.1169242639954387,0.024755973902266654,0.0,0.19546328256497972,0.028467150792594032,,0.0,0.06253350130932506
LT,2021-09,0.0,212.125,7.079,36.996,,160.618,0.0,7.432,182.188,73.522,26.446,0.0,47.076,0.0,112.098,112.098,0.0,6.648,0.0,6.648,0.0,421.273,16.88,2021,9,0.43247015593213894,0.1745234088109136,0.06277639440457851,0.0,0.11174701440633508,0.0,0.26609348332316574,0.26609348332316574,0.0,0.01578074075480745,0.0,0.01578074075480745,0.0,0.5035333382390991,0.08781953744958733,0.016803830295319185,0.0,0.3812682037538603,0.017641766740332278,,0.0,0.040069028872014106
LT,2021-10,0.0,104.685,6.657,42.568,,48.614,0.0,6.847,249.285,98.105,30.644,0.0,67.461,0.0,170.861,170.861,0.0,5.212,0.0,5.212,0.0,395.101,16.238,2021,10,0.6309399368768999,0.24830359832042947,0.07755991505969359,0.0,0.17074368326073586,0.0,0.43244891812473263,0.43244891812473263,0.0,0.01319156367612332,0.0,0.01319156367612332,0.0,0.2649575678117747,0.10773954001635025,0.01684885636837163,0.0,0.12304195636052553,0.017329746064930235,,0.0,0.04109835206693985
LT,2021-11,0.0,74.128,7.139,43.606,,17.049,0.0,6.334,238.884,107.005,33.062,0.0,73.943,0.0,160.769,160.769,0.0,1.447,0.0,1.447,0.0,358.14,14.791,2021,11,0.6670128999832468,0.2987798067794717,0.09231585413525437,0.0,0.20646395264421735,0.0,0.4488998715586084,0.4488998715586084,0.0,0.004040319428156587,0.0,0.004040319428156587,0.0,0.20698051041492155,0.12175685486122746,0.01993354554084995,0.0,0.04760428882559893,0.01768582118724521,,0.0,0.041299491818841794
LT,2021-12,0.0,134.397,7.645,39.913,,70.636,0.0,16.203,210.952,115.068,39.804,0.0,75.264,0.0,130.795,130.795,0.0,0.44,0.0,0.44,0.0,395.289,14.589,2021,12,0.5336652423922751,0.29109841154193516,0.10069594651002178,0.0,0.19040246503191335,0.0,0.33088449210577575,0.33088449210577575,0.0,0.0011131096488897997,0.0,0.0011131096488897997,0.0,0.3399968124587327,0.10097169412758766,0.01934028014946027,0.0,0.17869457536131791,0.04099026282036687,,0.0,0.036907174244666566
LT,2022-01,0.0,85.871,6.651,33.5,,20.885,0.0,24.834,294.671,119.873,52.113,0.0,67.76,0.0,207.919,207.919,0.0,1.139,0.0,1.139,0.0,428.26,13.458,2022,1,0.6880656610470275,0.2799070658011488,0.12168542474197917,0.0,0.15822164105916967,0.0,0.48549712791295013,0.48549712791295013,0.0,0.002659599308831084,0.0,0.002659599308831084,0.0,0.20051137159669358,0.07822350908326718,0.015530285340680895,0.0,0.04876710409564284,0.05798813804698081,,0.0,0.03142483538037641
LT,2022-02,0.0,55.177,12.216,21.402,,15.402,0.0,6.157,304.132,106.719,63.505,0.0,43.214,0.0,216.543,216.543,0.0,2.682,0.0,2.682,0.0,394.956,13.835,2022,2,0.7700402070104011,0.27020478230486433,0.16079006269052756,0.0,0.10941471961433678,0.0,0.5482711998298545,0.5482711998298545,0.0,0.006790629842311548,0.0,0.006790629842311548,0.0,0.1397041695783834,0.05418831464770759,0.030930027648649466,0.0,0.038996749004952445,0.015589078277073901,,0.0,0.03502921844458623
LT,2022-03,0.0,124.604,13.736,22.146,,69.945,0.0,18.777,178.634,114.617,57.717,0.0,56.9,0.0,89.191,89.191,0.0,9.58,0.0,9.58,0.0,350.876,12.884,2022,3,0.5091086309693453,0.32665956064250623,0.16449400927963156,0.0,0.16216555136287464,0.0,0.25419521426372854,0.25419521426372854,0.0,0.027303092830515626,0.0,0.027303092830515626,0.0,0.35512260741686524,0.06311631459546962,0.03914773310229255,0.0,0.19934392776935442,0.053514631949748634,,0.0,0.03671952484638448
LT,2022-04,0.0,67.289,5.956,31.444,,17.024,0.0,12.865,238.746,78.61,42.993,0.0,35.617,0.0,155.181,155.181,0.0,9.128,0.0,9.128,0.0,314.734,4.526,2022,4,0.7585643749960285,0.2497664694631022,0.13660106629725421,0.0,0.11316540316584799,0.0,0.49305445233117495,0.49305445233117495,0.0,0.029002268582358437,0.0,0.029002268582358437,0.0,0.21379641220840456,0.09990658778524088,0.018923916704264555,0.0,0.05409012054623905,0.04087578717266009,,0.0,0.014380397414959934
LT,2022-05,0.0,46.407,7.644,24.261,,12.732,0.0,1.77,208.114,86.947,45.378,0.0,41.569,0.0,128.496,128.496,0.0,9.979,0.0,9.979,0.0,271.972,0.143,2022,5,0.7652037709764241,0.3196909976026944,0.16684805788831206,0.0,0.1528429397143824,0.0,0.4724604003353287,0.4724604003353287,0.0,0.036691277043225036,0.0,0.036691277043225036,0.0,0.17063153559925287,0.08920403570955834,0.0281058344241319,0.0,0.04681364258085391,0.006508022884708721,,0.0,0.000525789419499066
LT,2022-06,0.0,79.626,2.979,15.207,,52.177,0.0,9.262,132.769,74.639,42.772,0.0,31.867,0.0,64.467,64.467,0.0,10.323,0.0,10.323,0.0,229.211,0.156,2022,6,0.5792435790603417,0.32563445907918903,0.18660535489134464,0.0,0.1390291041878444,0.0,0.2812561351767585,0.2812561351767585,0.0,0.0450371055490356,0.0,0.0450371055490356,0.0,0.3473917045866036,0.06634498344320298,0.012996758445275314,0.0,0.22763741705241022,0.04040818285335346,,0.0,0.0006805956084132088
LT,2022-07,0.0,103.481,13.635,12.559,,48.105,0.0,29.182,158.183,58.267,34.027,0.0,24.24,0.0,101.399,101.399,0.0,10.198,0.0,10.198,0.0,273.499,0.154,2022,7,0.578367745403091,0.2130428264819981,0.12441361760006435,0.0,0.08862920888193374,0.0,0.370747242220264,0.370747242220264,0.0,0.037287156442985164,0.0,0.037287156442985164,0.0,0.37835970149799447,0.04591972913977747,0.04985392999608773,0.0,0.17588729757695637,0.10669874478517287,,0.0,0.0005630733567581599
LT,2022-08,0.0,122.908,13.322,12.796,,64.041,0.0,32.749,121.086,66.819,24.469,0.0,42.35,0.0,73.172,73.172,0.0,10.649,0.0,10.649,0.0,281.895,8.347,2022,8,0.42954291491512797,0.2370350662480711,0.0868018233739513,0.0,0.15023324287411982,0.0,0.2595718263892584,0.2595718263892584,0.0,0.037776477057060255,0.0,0.037776477057060255,0.0,0.43600631440784693,0.045392788094858014,0.047258731087816384,0.0,0.22718033310275101,0.11617446212242148,,0.0,0.02961031589776335
LT,2022-09,0.0,73.203,13.328,2.657,,14.74,0.0,42.478,114.851,55.362,18.079,0.0,37.283,0.0,86.972,86.972,0.0,7.143,0.0,7.143,0.0,226.552,3.872,2022,9,0.5069520463293196,0.24436773897383385,0.07980066386524949,0.0,0.16456707510858434,0.0,0.3838942053038596,0.3838942053038596,0.0,0.03152918535259013,0.0,0.03152918535259013,0.0,0.3231178713937639,0.011727991807620327,0.05882976093788622,0.0,0.06506232564709206,0.1874977930011653,,0.0,0.01709099897595254
LT,2022-10,0.0,87.241,13.692,5.405,,32.905,0.0,35.239,184.784,66.677,24.364,0.0,42.313,0.0,150.935,150.935,0.0,4.08,0.0,4.08,0.0,308.972,0.039,2022,10,0.5980606656913895,0.21580272646065018,0.07885504188081768,0.0,0.1369476845798325,0.0,0.48850704918245025,0.48850704918245025,0.0,0.013205080071980634,0.0,0.013205080071980634,0.0,0.2823589192548192,0.01749349455614101,0.04431469518273501,0.0,0.10649832347267715,0.11405240604326605,,0.0,0.00012622503009981488
LT,2022-11,0.0,119.961,13.354,5.592,,73.301,0.0,27.714,129.107,76.21,26.134,0.0,50.076,0.0,96.446,96.446,0.0,0.935,0.0,0.935,0.0,293.552,0.0,2022,11,0.4398096419033084,0.2596132882760124,0.08902681637324902,0.0,0.17058647190276338,0.0,0.3285482640213659,0.3285482640213659,0.0,0.003185125633618575,0.0,0.003185125633618575,0.0,0.40865332206900307,0.019049435875074943,0.04549108846132882,0.0,0.24970363002125687,0.09440916771134245,,0.0,0.0
LT,2022-12,0.0,214.897,13.695,5.868,,141.258,0.0,54.076,167.707,93.874,28.483,0.0,65.391,0.0,133.137,133.137,0.0,0.219,0.0,0.219,0.0,445.3,3.173,2022,12,0.37661576465304286,0.21081068942286096,0.06396362003143947,0.0,0.14684706939142153,0.0,0.2989827082865484,0.2989827082865484,0.0,0.0004918032786885246,0.0,0.0004918032786885246,0.0,0.48258926566359756,0.013177633056366494,0.030754547496070064,0.0,0.3172198517853133,0.12143723332584774,,0.0,0.007125533348304514
LT,2023-01,0.0,73.357,13.681,9.204,,36.23,0.0,14.241,289.11,122.66,64.981,0.0,57.679,0.0,214.366,214.366,0.0,0.559,0.0,0.559,0.0,419.117,8.175,2023,1,0.6898073807552545,0.29266290797080524,0.1550426253289654,0.0,0.13762028264183987,0.0,0.5114705440246996,0.5114705440246996,0.0,0.0013337564450976696,0.0,0.0013337564450976696,0.0,0.17502749828806752,0.021960454956491862,0.03264243636025262,0.0,0.08644364222878097,0.03397857877394617,,0.0,0.019505293271329962
LT,2023-02,0.0,56.332,12.362,7.283,,26.238,0.0,10.45,255.636,105.283,56.724,0.0,48.559,0.0,189.372,189.372,0.0,2.257,0.0,2.257,0.0,357.53,4.286,2023,2,0.7150057337845775,0.29447319106089004,0.15865521774396554,0.0,0.13581797331692447,0.0,0.529667440494504,0.529667440494504,0.0,0.0063127569714429566,0.0,0.0063127569714429566,0.0,0.15755880625402066,0.020370318574665067,0.03457611948647666,0.0,0.07338684865605684,0.029228316504908678,,0.0,0.01198780521914245
LT,2023-03,0.0,71.64,13.671,9.026,,40.217,0.0,8.725,327.843,101.784,62.849,0.0,38.935,0.0,250.593,250.593,0.0,5.375,0.0,5.375,0.0,433.481,4.089,2023,3,0.7563030444240925,0.23480613913873966,0.1449867468239669,0.0,0.08981939231477275,0.0,0.5780945416292755,0.5780945416292755,0.0,0.01239962074462318,0.0,0.01239962074462318,0.0,0.16526675909670782,0.020822135226226755,0.031537714455766225,0.0,0.09277684604400192,0.020127756464527857,,0.0,0.0094329393906538
LT,2023-04,0.0,64.078,13.298,7.639,,36.713,0.0,6.428,243.552,86.688,56.534,0.0,30.154,0.0,171.299,171.299,0.0,8.08,0.0,8.08,0.0,332.676,2.531,2023,4,0.7320997006096022,0.26057785953901097,0.16993711599273767,0.0,0.09064074354627326,0.0,0.5149124072671308,0.5149124072671308,0.0,0.024287895730380312,0.0,0.024287895730380312,0.0,0.19261383448159772,0.022962281619353365,0.039972826413687795,0.0,0.11035662326107083,0.01932210318748572,,0.0,0.007608002981880269
LT,2023-05,0.0,49.616,13.558,3.227,,27.178,0.0,5.653,176.201,80.646,36.505,0.0,44.141,0.0,123.776,123.776,0.0,12.693,0.0,12.693,0.0,269.969,3.238,2023,5,0.6526712326230049,0.2987231867362549,0.13521922887442633,0.0,0.16350395786182859,0.0,0.458482270186577,0.458482270186577,0.0,0.047016509302919965,0.0,0.047016509302919965,0.0,0.1837840640962481,0.011953224259081598,0.05022058088150862,0.0,0.1006708177605577,0.02093944119510018,,0.0,0.011993969678000068
