category,country,year,capacity_mw,group,is_renewable
Hydro_Pure_storage,HR,2014,1397.0,other,False
Hydro_RunOfRiver_and_poundage,HR,2014,439.0,other,False
Other_renewable,HR,2014,19.0,other,False
Solar_PV,HR,2014,34.0,other,False
Solar_Thermal,HR,2014,0.0,other,False
Wind_onshore,HR,2014,340.0,other,False
Biomass,HR,2014,8.0,renewable,True
Fossil Gas,HR,2015,731.0,fossil,False
Fossil Oil,HR,2015,320.0,fossil,False
Biogas,HR,2015,22.0,other,False
Fossil_Hard_coal,HR,2015,325.0,other,False
Fossil_Mixed_fuels,HR,2015,629.0,other,False
Hydro_Mixed_pumped_storage_renewable,HR,2015,276.0,other,False
Hydro_Pure_storage,HR,2015,1397.0,other,False
Hydro_RunOfRiver_and_poundage,HR,2015,439.0,other,False
Other_renewable,HR,2015,22.0,other,False
Solar_PV,HR,2015,44.0,other,False
Solar_Thermal,HR,2015,0.0,other,False
Wind_onshore,HR,2015,429.0,other,False
Biomass,HR,2015,26.0,renewable,True
